gene,n_metabolites,n_cell_types,n_tests
ENSG00000289497,1,1,1
ENSG00000289504,1,1,1
ENSG00000289506,1,1,1
ENSG00000289507,1,1,1
ENSG00000289512,1,1,1
ENSG00000289520,1,1,1
ENSG00000289526,1,1,1
ENSG00000289532,1,1,1
ENSG00000289558,1,1,1
ENSG00000289562,1,1,1
ENSG00000289564,1,1,1
ENSG00000289567,1,1,1
ENSG00000289569,1,1,1
ENSG00000289570,1,1,1
ENSG00000289576,1,1,1
ENSG00000289578,1,1,1
ENSG00000289584,1,1,1
ENSG00000289605,1,1,1
ENSG00000289612,1,1,1
ENSG00000289614,1,1,1
ENSG00000289629,1,1,1
ENSG00000289691,1,1,1
ENSG00000289832,1,1,1
ENSG00000289852,1,1,1
ENSG00000289855,1,1,1
ENSG00000289858,1,1,1
ENSG00000289873,1,1,1
ENSG00000289881,1,1,1
ENSG00000289884,1,1,1
ENSG00000289910,1,1,1
ENSG00000289943,1,2,2
ENSG00000289946,1,1,1
ENSG00000289960,1,1,1
ENSG00000289977,1,1,1
ENSG00000289979,1,1,1
ENSG00000289982,1,1,1
ENSG00000290008,1,1,1
ENSG00000290017,1,1,1
ENSG00000290032,1,1,1
ENSG00000290033,1,1,1
ENSG00000290043,1,1,1
ENSG00000290045,1,1,1
ENSG00000290046,1,1,1
ENSG00000290047,1,1,1
ENSG00000290065,1,1,1
ENSG00000290072,1,1,1
ENSG00000290086,1,1,1
ENSG00000290088,1,1,1
ENSG00000290098,1,1,1
ENSG00000290112,1,1,1
ENSG00000290124,1,1,1
ENSG00000290126,1,1,1
ENSG00000290241,1,1,1
ENSG00000290395,1,1,1
ENSG00000290397,1,1,1
ENSG00000290399,1,1,1
ENSG00000290410,1,1,1
ENSG00000290429,1,1,1
ENSG00000290443,1,1,1
ENSG00000290454,1,1,1
ENSG00000290459,1,1,1
ENSG00000290460,1,1,1
ENSG00000290482,1,1,1
ENSG00000290490,1,1,1
ENSG00000290522,1,1,1
ENSG00000290535,1,1,1
ENSG00000290546,1,1,1
ENSG00000290559,1,1,1
ENSG00000290608,1,1,1
ENSG00000290609,1,1,1
ENSG00000290612,1,1,1
ENSG00000290674,1,1,1
ENSG00000290688,1,1,1
ENSG00000290721,1,1,1
ENSG00000290790,1,1,1
ENSG00000290796,1,1,1
ENSG00000290798,1,1,1
ENSG00000290805,1,1,1
ENSG00000290829,1,1,1
ENSG00000290834,1,1,1
ENSG00000290839,1,1,1
ENSG00000290876,1,1,1
ENSG00000290914,1,1,1
ENSG00000290927,1,1,1
ENSG00000290934,1,1,1
ENSG00000290937,1,1,1
ENSG00000290957,1,1,1
ENSG00000291006,1,1,1
ENSG00000291026,1,1,1
ENSG00000291047,1,1,1
ENSG00000291058,1,1,1
ENSG00000291062,1,1,1
ENSG00000291067,1,1,1
ENSG00000291089,1,1,1
ENSG00000291132,1,1,1
ENSG00000291138,1,1,1
ENSG00000291142,1,1,1
ENSG00000291175,1,1,1
ENSG00000291176,1,1,1
ENSG00000291188,1,1,1
ENSG00000291199,1,1,1
ENSG00000291209,1,1,1
ENSG00000291219,1,1,1
ENSG00000291231,1,1,1
ENSG00000291235,1,1,1
ENSG00000291252,1,1,1
ENSG00000291253,1,1,1
ENSG00000291258,1,1,1
ENSG00000291272,1,1,1
ENTPD2,1,1,1
ENTR1,1,1,1
EPB41L1-AS1,1,1,1
EPC1-AS1,1,1,1
EPC2,1,1,1
EPHB4,1,1,1
EPHX3,1,1,1
EPOP,1,1,1
EPS8L1,1,1,1
EPS8L2,1,1,1
ERAP1,1,1,1
ERAS,1,1,1
ERCC6L,1,1,1
ERI2,1,1,1
ERICH6B,1,1,1
ERVK9-11,1,1,1
ERVMER34-1,1,1,1
ERVW-1,1,1,1
ESPN,1,1,1
ETNK1,1,1,1
ETNK2,1,1,1
ETS1,1,1,1
ETV3,1,1,1
ETV5-AS1,1,1,1
EVA1A-AS,1,1,1
EVC,1,1,1
EVI5,1,1,1
EXO1,1,1,1
EXOC8,1,1,1
F10,1,1,1
F13A1,1,1,1
F2RL2,1,1,1
FAF1,1,1,1
FAH,1,1,1
FALEC,1,1,1
FAM110D,1,1,1
FAM111A,1,1,1
FAM111B,1,1,1
FAM124A,1,1,1
FAM131C,1,1,1
FAM135A-AS1,1,1,1
FAM13A,1,1,1
FAM151B,1,1,1
FAM167A,1,1,1
FAM167A-AS1,1,1,1
FAM167B,1,1,1
FAM169A,1,1,1
FAM169A-AS1,1,1,1
FAM174A-DT,1,1,1
FAM180B,1,1,1
FAM182B,1,1,1
FAM186A,1,1,1
FAM193B-DT,1,1,1
FAM200B,1,1,1
FAM215B,1,1,1
FAM216A,1,1,1
FAM221B,1,1,1
FAM227B,1,1,1
FAM234B,1,1,1
FAM242A,1,1,1
FAM3B,1,1,1
FAM50B,1,1,1
FAM66A,1,1,1
FAM66E,1,1,1
FAM72A,1,1,1
FAM85B,1,1,1
FAM86B1,1,1,1
FAM86EP,1,1,1
FAM88B,1,1,1
FAM90A26,1,1,1
FAM95A,1,1,1
FANCG,1,1,1
FASTK,1,1,1
FASTKD5,1,1,1
FBLN7,1,1,1
FBN3,1,1,1
FBXL3,1,1,1
FBXL8,1,1,1
FBXO36,1,1,1
FBXO42,1,1,1
FBXO48,1,1,1
FCHSD1,1,1,1
FCHSD2,1,1,1
FCRLB,1,1,1
FECH,1,1,1
FEM1B,1,1,1
FER,1,1,1
FER1L6,1,1,1
FERMT2,1,1,1
FFAR4,1,1,1
FGD5-AS1,1,1,1
FGF10,1,1,1
FGF2,1,1,1
FGGY,1,1,1
FHIP2B,1,1,1
FIBIN,1,1,1
FIG4,1,1,1
FKBP7,1,1,1
FKBPL,1,1,1
FLJ20021,1,1,1
FLRT1,1,1,1
FMNL1-AS1,1,1,1
FMO1,1,1,1
FMR1NB,1,1,1
FN3K,1,1,1
FNDC3B,1,1,1
FOXD4L5,1,1,1
FOXN4,1,1,1
FOXO3B,1,1,1
FOXQ1,1,1,1
FOXRED1,1,1,1
FRA10AC1,1,1,1
FRMD3-AS1,1,1,1
FSCN3,1,1,1
FSHR,1,1,1
FTX,1,1,1
FUCA1,1,1,1
FURIN,1,1,1
FUT1,1,1,1
FUT6,1,1,1
FYCO1,1,1,1
FZD4,1,1,1
FZD5,1,1,1
FZD8,1,1,1
GABARAPL1,1,1,1
GABPB2,1,1,1
GABRD,1,1,1
GACAT1,1,1,1
GACAT2,1,1,1
GACAT3,1,1,1
GALNS,1,1,1
GALNT15,1,1,1
GALNT6,1,1,1
GALR1,1,1,1
GAR1-DT,1,1,1
GAS8,1,1,1
GASAL1,1,1,1
GASK1B,1,1,1
GATA2-AS1,1,1,1
GATB,1,1,1
GATD1-DT,1,1,1
GATM,1,1,1
GBP3,1,1,1
GBP7,1,1,1
GBX1,1,1,1
GCKR,1,1,1
GCNT4,1,1,1
GCOM1,1,1,1
GCSAML,1,1,1
GDI2,1,1,1
GDPD4,1,1,1
GEN1,1,2,2
GET1,1,1,1
GFAP,1,1,1
GGT5,1,1,1
GHDC,1,1,1
GHRL,1,1,1
GID4,1,1,1
GID8,1,1,1
GIHCG,1,1,1
GIN1,1,1,1
GINS2,1,1,1
GJA1,1,1,1
GLDC,1,1,1
GLE1,1,1,1
GLIPR1L1,1,1,1
GLIPR1L2,1,1,1
GLIPR2,1,1,1
GLMN,1,1,1
GLP2R,1,1,1
GLUD2,1,1,1
GLUL,1,1,1
GLYAT,1,1,1
GMFB,1,1,1
GMPR2,1,1,1
GNAO1,1,1,1
GNAQ,1,1,1
GNAS-AS1,1,1,1
GNB4,1,1,1
GNGT1,1,1,1
GNPTG,1,1,1
GOLGA7B-DT,1,1,1
GOLPH3-DT,1,1,1
GOLT1B,1,1,1
GORASP1,1,1,1
GPAT2,1,1,1
GPAT4-AS1,1,1,1
GPC4,1,1,1
GPD1,1,1,1
GPM6B,1,1,1
GPR12,1,1,1
GPR137,1,1,1
GPR141,1,1,1
GPR176-DT,1,1,1
GPR55,1,1,1
GPR82,1,1,1
GPS1,1,1,1
GPX2,1,1,1
GPX7,1,1,1
GRAMD1A,1,1,1
GRHL1,1,1,1
GRHL3,1,1,1
GRIN1,1,1,1
GRK3-AS1,1,1,1
GRN,1,1,1
GRTP1,1,1,1
GRWD1,1,1,1
GS1-24F4.2,1,1,1
GSDMA,1,1,1
GSDME,1,1,1
GSEC,1,1,1
GSG1L2,1,1,1
GSN,1,1,1
GSTZ1,1,1,1
GTF2A1-AS1,1,1,1
GTF2A1L,1,1,1
GTF3A,1,1,1
GTSE1,1,1,1
GUCA1C,1,1,1
GUCD1,1,1,1
GZMM,1,1,1
H1-10-AS1,1,1,1
H2AC14,1,1,1
H2AC17,1,1,1
H2AZ1-DT,1,1,1
H2AZ2-DT,1,1,1
H2BC11,1,1,1
H2BC13,1,1,1
H2BC18,1,1,1
H3C1,1,1,1
H3C10,1,1,1
H3C12,1,1,1
H4C11,1,1,1
H4C2,1,1,1
HACD1,1,1,1
HAGHL,1,1,1
HAUS6,1,1,1
HBB,1,1,1
HBP1,1,1,1
HBQ1,1,1,1
HBZ,1,1,1
HCG22,1,1,1
HCN3,1,1,1
HCN4,1,1,1
HDAC1,1,1,1
HDAC3,1,1,1
HDGF,1,1,1
HEATR1,1,1,1
HEATR3,1,1,1
HEATR3-AS1,1,1,1
HEATR6-DT,1,1,1
HECTD2,1,1,1
HECW2-AS1,1,1,1
HEIH,1,1,1
HELZ2,1,1,1
HEPACAM,1,1,1
HERC4,1,1,1
HERC5,1,1,1
HERPUD1,1,1,1
HEXIM2,1,1,1
HEY2,1,1,1
HFE,1,1,1
HHLA2,1,1,1
HIBCH,1,1,1
HIRIP3,1,1,1
HJV,1,1,1
HKDC1,1,1,1
HMBS,1,1,1
HMG20B,1,1,1
HMGCLL1,1,1,1
HMGN5,1,1,1
HMGXB3,1,1,1
HMMR,1,1,1
HMSD,1,1,1
HNRNPDL,1,1,1
HOMER2,1,1,1
HOOK2,1,1,1
HPN-AS1,1,1,1
HPSE,1,1,1
HRAT17,1,1,1
HS6ST1,1,1,1
HSD11B1,1,1,1
HSD17B1-AS1,1,1,1
HSD17B3,1,1,1
HSD17B6,1,1,1
HSD17B7P2,1,1,1
HSD17B8,1,1,1
HSD3B7,1,1,1
HSDL2,1,1,1
HSF5,1,1,1
HSPA12A-AS1,1,1,1
HSPA1L,1,1,1
HSPA5-DT,1,1,1
HSPB8,1,1,1
HSPG2,1,1,1
HSPH1,1,1,1
HTR3E,1,1,1
HTRA4,1,1,1
HYLS1,1,1,1
IATPR,1,1,1
ICOSLG,1,1,1
ID1,1,1,1
IDH1-AS1,1,1,1
IDH2-DT,1,1,1
IDS,1,1,1
IER3,1,1,1
IFI44,1,1,1
IFIT1B,1,1,1
IFITM10,1,1,1
IFITM2,1,1,1
IFITM3,1,1,1
IFNAR2,1,1,1
IFRD1,1,1,1
IFT81,1,1,1
IGDCC3,1,1,1
IGF2R,1,1,1
IGFLR1,1,1,1
IGSF22-AS1,1,1,1
IKBKE-AS1,1,1,1
IKZF4,1,1,1
IL12RB1,1,1,1
IL13RA1,1,1,1
IL15,1,1,1
IL17RA,1,1,1
IL20RB,1,1,1
IL20RB-AS1,1,1,1
IL7,1,2,2
IMPA1,1,1,1
IMPDH1,1,1,1
IMPG1,1,1,1
INE1,1,1,1
ING1,1,1,1
ING2-DT,1,1,1
ING4,1,1,1
INHBC,1,1,1
INMT,1,1,1
INO80C,1,1,1
INPP5D,1,1,1
INSYN1,1,1,1
INSYN1-AS1,1,1,1
INTS6L,1,1,1
INTS9,1,1,1
IP6K3,1,1,1
IPO13,1,1,1
IQCG,1,1,1
IQSEC3,1,1,1
IQSEC3-AS1,1,1,1
IRF5,1,1,1
IRF9,1,1,1
IRGQ,1,1,1
ITGA1,1,1,1
ITGA4,1,1,1
ITGAL,1,1,1
ITGB1-DT,1,1,1
ITGB2,1,1,1
ITGB8-AS1,1,1,1
ITIH3,1,1,1
ITIH4,1,1,1
ITK,1,1,1
ITPA,1,1,1
ITPR3,1,1,1
ITPRIP,1,1,1
ITPRIPL1,1,1,1
ITPRIPL2,1,1,1
IYD,1,1,1
JAZF1-AS1,1,1,1
JKAMP,1,1,1
JMJD1C-AS1,1,1,1
JMJD7,1,1,1
JOSD2,1,1,1
JPH2,1,1,1
JPT2,1,1,1
JTB-DT,1,1,1
KAT6B,1,1,1
KBTBD3,1,1,1
KBTBD7,1,1,1
KCND1,1,1,1
KCNE3,1,1,1
KCNG1,1,1,1
KCNH6,1,1,1
KCNJ1,1,1,1
KCNJ14,1,1,1
KCNJ5,1,1,1
KCNK3,1,1,1
KCNK6,1,1,1
KCNMB1,1,1,1
KCNN1,1,1,1
KCNQ2-AS1,1,1,1
KCNQ4,1,1,1
KCNS1,1,1,1
KCTD13-DT,1,1,1
KCTD21,1,1,1
KCTD21-AS1,1,1,1
KDELR2,1,1,1
KDM4A-AS1,1,1,1
KDM4B,1,1,1
KDM4C,1,1,1
KDM5C,1,1,1
KDM5D,1,1,1
KDM6A,1,1,1
KHK,1,1,1
KIAA0087,1,1,1
KIAA1328,1,1,1
KIAA1522,1,1,1
KIAA1549,1,1,1
KIAA1671-AS1,1,1,1
KIAA2012-AS1,1,1,1
KIF16B,1,1,1
KIF18A,1,1,1
KIF18B,1,1,1
KIF20B,1,1,1
KIF21B,1,1,1
KIF23,1,1,1
KIF5C-AS1,1,1,1
KIFBP,1,1,1
KIFC3,1,1,1
KLC2,1,1,1
KLC3,1,1,1
KLF11,1,1,1
KLF8,1,1,1
KLF9,1,1,1
KLHDC4,1,1,1
KLHL24,1,1,1
KLHL31,1,1,1
KLHL35,1,1,1
KLHL36,1,1,1
KLHL8,1,1,1
KLK14,1,1,1
KLRG2,1,1,1
KMO,1,1,1
KMT5C,1,1,1
KNL1,1,1,1
KNSTRN,1,1,1
KRBOX1,1,1,1
KRI1,1,1,1
KRT15,1,1,1
KRT18,1,1,1
KRTAP5-11,1,1,1
KRTAP5-2,1,1,1
KRTAP5-7,1,1,1
KTI12,1,1,1
L1TD1,1,1,1
LACTB2,1,1,1
LAG3,1,1,1
LAMB3,1,1,1
LAMTOR5-AS1,1,1,1
LANCL2,1,1,1
LAPTM4A,1,1,1
LBP,1,1,1
LCNL1,1,1,1
LCTL,1,1,1
LDHD,1,1,1
LDLRAP1,1,1,1
LDOC1,1,1,1
LEF1-AS1,1,1,1
LEKR1,1,1,1
LEMD1,1,1,1
LEMD1-AS1,1,1,1
LEPROTL1,1,1,1
LERFS,1,1,1
LETM2,1,1,1
LFNG,1,1,1
LGALS3,1,1,1
LGALS4,1,1,1
LGALSL-DT,1,1,1
LGMN,1,1,1
LGR5,1,1,1
LHFPL1,1,1,1
LHFPL3-AS2,1,1,1
LHX4,1,1,1
LIAS,1,1,1
LIFR-AS1,1,1,1
LIG3,1,1,1
LILRA6,1,1,1
LIMS2,1,1,1
LIN37,1,1,1
LINC00158,1,1,1
LINC00235,1,1,1
LINC00237,1,1,1
LINC00243,1,1,1
LINC00265,1,1,1
LINC00311,1,1,1
LINC00324,1,1,1
LINC00343,1,1,1
LINC00365,1,1,1
LINC00381,1,1,1
LINC00382,1,1,1
LINC00437,1,1,1
LINC00458,1,1,1
LINC00466,1,1,1
LINC00484,1,1,1
LINC00484.1,1,1,1
LINC00487,1,1,1
LINC00491,1,1,1
LINC00507,1,1,1
LINC00587,1,1,1
LINC00612,1,1,1
LINC00616,1,1,1
LINC00622,1,1,1
LINC00626,1,1,1
LINC00642,1,1,1
LINC00680,1,1,1
LINC00683,1,1,1
LINC00685,1,1,1
LINC00691,1,1,1
LINC00698,1,1,1
LINC00839,1,1,1
LINC00845,1,1,1
LINC00850,1,1,1
LINC00868,1,1,1
LINC00900,1,1,1
LINC00906,1,1,1
LINC00926,1,1,1
LINC00933,1,1,1
LINC00939,1,1,1
LINC00940,1,1,1
LINC00943,1,1,1
LINC00944,1,1,1
LINC00957,1,1,1
LINC00964,1,1,1
LINC00971,1,1,1
LINC00987,1,1,1
LINC00989,1,1,1
LINC00992,1,1,1
LINC01010,1,1,1
LINC01030,1,1,1
LINC01033,1,1,1
LINC01049,1,1,1
LINC01055,1,1,1
LINC01091,1,1,1
LINC01094,1,1,1
LINC01116,1,1,1
LINC01133,1,1,1
LINC01186,1,1,1
LINC01194,1,1,1
LINC01198,1,1,1
LINC01201,1,1,1
LINC01209,1,1,1
LINC01226,1,1,1
LINC01231,1,1,1
LINC01232,1,1,1
LINC01238.1,1,1,1
LINC01248,1,1,1
LINC01256,1,1,1
LINC01258,1,1,1
LINC01260,1,1,1
LINC01280,1,1,1
LINC01285,1,1,1
LINC01289,1,1,1
LINC01290,1,1,1
LINC01309,1,1,1
LINC01339,1,1,1
LINC01347,1,1,1
LINC01353,1,1,1
LINC01396,1,1,1
LINC01397,1,1,1
LINC01409,1,1,1
LINC01410,1,1,1
LINC01433,1,1,1
LINC01445,1,1,1
LINC01446,1,1,1
LINC01498,1,1,1
LINC01499,1,1,1
LINC01508,1,1,1
LINC01513,1,1,1
LINC01524,1,1,1
LINC01525,1,1,1
LINC01530,1,1,1
LINC01554,1,1,1
LINC01567,1,1,1
LINC01568,1,1,1
LINC01574,1,1,1
LINC01592,1,1,1
LINC01596,1,1,1
LINC01597,1,1,1
LINC01602,1,1,1
LINC01605,1,1,1
LINC01616,1,1,1
LINC01622,1,1,1
LINC01623,1,1,1
LINC01625,1,1,1
LINC01629,1,1,1
LINC01643,1,1,1
LINC01676,1,1,1
LINC01681,1,1,1
LINC01684,1,1,1
LINC01712,1,1,1
LINC01717,1,1,1
LINC01723,1,1,1
LINC01730,1,1,1
LINC01750,1,1,1
LINC01754,1,1,1
LINC01768,1,1,1
LINC01775,1,1,1
LINC01783,1,1,1
LINC01789,1,1,1
LINC01794,1,1,1
LINC01799,1,1,1
LINC01804,1,1,1
LINC01808,1,1,1
LINC01829,1,1,1
LINC01841,1,1,1
LINC01846,1,1,1
LINC01847,1,1,1
LINC01859,1,1,1
LINC01885,1,1,1
LINC01891,1,1,1
LINC01893,1,1,1
LINC01900,1,1,1
LINC01909,1,1,1
LINC01915,1,1,1
LINC01919,1,1,1
LINC01924,1,1,1
LINC01938,1,1,1
LINC01948,1,1,1
LINC01963,1,1,1
LINC01970,1,1,1
LINC01993,1,1,1
LINC01997,1,1,1
LINC02005,1,1,1
LINC02012,1,1,1
LINC02015,1,1,1
LINC02019,1,1,1
LINC02035,1,1,1
LINC02043,1,1,1
LINC02050,1,1,1
LINC02058,1,1,1
LINC02105,1,1,1
LINC02141,1,1,1
LINC02143,1,1,1
LINC02145,1,1,1
LINC02156,1,1,1
LINC02204,1,1,1
LINC02213,1,1,1
LINC02248,1,1,1
LINC02249,1,1,1
LINC02259,1,1,1
LINC02265,1,1,1
LINC02267,1,1,1
LINC02288,1,1,1
LINC02301,1,1,1
LINC02313,1,1,1
LINC02334,1,1,1
LINC02338,1,1,1
LINC02346,1,1,1
LINC02348,1,1,1
LINC02365,1,1,1
LINC02367,1,1,1
LINC02371,1,1,1
LINC02378,1,1,1
LINC02385,1,1,1
LINC02417,1,1,1
LINC02436,1,1,1
LINC02438,1,1,1
LINC02444,1,1,1
LINC02458,1,1,1
LINC02466,1,1,1
LINC02476,1,1,1
LINC02487,1,1,1
LINC02505,1,1,1
LINC02506,1,1,1
LINC02507,1,1,1
LINC02521,1,1,1
LINC02539,1,1,1
LINC02542,1,1,1
LINC02543,1,1,1
LINC02551,1,1,1
LINC02566,1,1,1
LINC02580,1,1,1
LINC02606,1,1,1
LINC02631,1,1,1
LINC02634,1,1,1
LINC02654,1,1,1
LINC02663,1,1,1
LINC02664,1,1,1
LINC02709,1,1,1
LINC02716,1,1,1
LINC02724,1,1,1
LINC02736,1,1,1
LINC02739,1,1,1
LINC02745,1,1,1
LINC02749,1,1,1
LINC02766,1,1,1
LINC02803,1,1,1
LINC02810,1,1,1
LINC02811,1,1,1
LINC02821,1,1,1
LINC02825,1,1,1
LINC02832,1,1,1
LINC02869,1,1,1
LINC02884,1,1,1
LINC02915,1,1,1
LINC02916,1,1,1
LINC02926,1,1,1
LINC02933,1,1,1
LINC02936,1,1,1
LINC02954,1,1,1
LINC02973,1,1,1
LINC02984,1,1,1
LINC03003,1,1,1
LINC03013,1,1,1
LINC03026,1,1,1
LINC03063,1,1,1
LINC03077,1,1,1
LINCADL,1,1,1
LINGO1-AS1,1,1,1
LINP1,1,1,1
LIPC,1,1,1
LIPE,1,1,1
LIPT2,1,1,1
LIPT2-AS1,1,1,1
LIX1,1,1,1
LIX1-AS1,1,1,1
LMAN1,1,1,1
LMBR1L,1,1,1
LMNB1-DT,1,1,1
LMNTD2,1,1,1
LMOD3,1,1,1
LNCAROD,1,1,1
LNCBRM,1,1,1
LOXL2-AS1,1,1,1
LPA,1,1,1
LPIN2,1,1,1
LRATD2,1,1,1
LRIG3,1,1,1
LRP1-AS,1,1,1
LRP11,1,1,1
LRP3,1,1,1
LRP6,1,1,1
LRR1,1,1,1
LRRC28,1,1,1
LRRC34,1,1,1
LRRC38,1,1,1
LRRC3B-AS1,1,1,1
LRRC40,1,1,1
LRRC43,1,1,1
LRRC45,1,1,1
LRRC74A,1,1,1
LRRC74B,1,1,1
LRRC75A,1,1,1
LRRC8D,1,1,1
LRRC8D-DT,1,1,1
LRRTM4-AS1,1,1,1
LSMEM2,1,1,1
LSP1P5,1,1,1
LTBP3,1,1,1
LUARIS,1,1,1
LUC7L,1,1,1
LVRN,1,1,1
LY6G6C,1,1,1
LY6G6D,1,1,1
LY6G6F,1,1,1
LY86-AS1,1,1,1
LYL1,1,1,1
LYNX1,1,1,1
LYSET,1,1,1
LYSMD2,1,1,1
LYST,1,1,1
LYVE1,1,1,1
LZTS2,1,1,1
MACO1,1,1,1
MACROD1,1,1,1
MACROH2A2,1,1,1
MAD2L1-DT,1,1,1
MAEA,1,1,1
MAGEE1,1,1,1
MAGEL2,1,1,1
MAGOHB,1,1,1
MAMSTR,1,1,1
MAN2A2,1,1,1
MAN2B1,1,1,1
MAN2C1,1,1,1
MAP10,1,1,1
MAP1B,1,1,1
MAP2,1,1,1
MAP2K4,1,1,1
MAP2K5,1,1,1
MAP3K14,1,1,1
MAP3K19,1,1,1
MAP3K3,1,1,1
MAP3K5-AS1,1,1,1
MAP3K7CL,1,1,1
MAP4K1,1,1,1
MAP4K5,1,1,1
MAP7-AS1,1,1,1
MAP7D1,1,1,1
MAPK7,1,1,1
MAPKAPK3,1,1,1
MAPKAPK5-AS1,1,1,1
MARCHF6,1,1,1
MASP2,1,1,1
MAT2B,1,1,1
MATK,1,1,1
MBD3,1,1,1
MBD3L1,1,1,1
MBD5,1,1,1
MBNL1-AS1,1,1,1
MBOAT4,1,1,1
MBTPS1-DT,1,1,1
MC5R,1,1,1
MCM2,1,1,1
MCOLN1,1,1,1
MCRIP2,1,1,1
MCRS1,1,1,1
MCTP1-AS1,1,1,1
MDC1,1,1,1
MED27,1,1,1
MED29,1,1,1
MED31,1,1,1
MEIOSIN,1,1,1
MEIS1-AS2,1,1,1
MEP1B,1,1,1
MERTK,1,1,1
MESD,1,1,1
METTL15,1,1,1
METTL17,1,1,1
METTL21C,1,1,1
METTL9,1,1,1
MFAP2,1,1,1
MFAP3,1,1,1
MFSD1,1,1,1
MFSD10,1,1,1
MFSD13A,1,1,1
MFSD4B-DT,1,1,1
MFSD9,1,1,1
MGAM2,1,1,1
MIA2-AS1,1,1,1
MICU3,1,1,1
MIDEAS,1,1,1
MIEF2,1,1,1
MIGA2,1,1,1
MILR1,1,1,1
MINDY3,1,1,1
MIP,1,1,1
MIR100HG,1,1,1
MIR124-2HG,1,1,1
MIR210HG,1,1,1
MIR31HG,1,1,1
MIR4733HG,1,1,1
MIR503HG,1,1,1
MIR762HG,1,1,1
MIR9-3HG,1,1,1
MITD1,1,1,1
MLF1,1,1,1
MMP19,1,1,1
MMP21,1,1,1
MMP26,1,1,1
MMRN1,1,1,1
MND1,1,1,1
MNT,1,1,1
MNX1,1,1,1
MOB1A,1,1,1
MOBP,1,1,1
MOCOS,1,1,1
MOCS2,1,1,1
MOG,1,1,1
MORF4L2,1,1,1
MPIG6B,1,1,1
MPRIP,1,1,1
MPST,1,1,1
MPZL3,1,1,1
MRI1,1,1,1
MRPL18,1,1,1
MRPL20-AS1,1,1,1
MRPL27,1,1,1
MRPL49,1,1,1
MRPL58,1,1,1
MRPS10,1,1,1
MRPS11,1,1,1
MRPS12,1,1,1
MRPS14,1,1,1
MRPS15,1,1,1
MRPS18B,1,1,1
MRPS2,1,1,1
MRPS36,1,1,1
MS4A3,1,1,1
MS4A4E,1,1,1
MS4A8,1,1,1
MSANTD3,1,1,1
MSANTD7,1,1,1
MSH5,1,1,1
MSI1,1,1,1
MSRB1,1,1,1
MSRB3-AS1,1,1,1
MT1E,1,1,1
MTERF1,1,1,1
MTFR1,1,1,1
MTIF2,1,1,1
MTIF3,1,1,1
MTMR11,1,1,1
MTMR6,1,1,1
MUC16,1,1,1
MVP-DT,1,1,1
MX1,1,1,1
MX2,1,1,1
MXI1,1,1,1
MYB,1,1,1
MYCNUT,1,1,1
MYH14,1,1,1
MYL11,1,1,1
MYL12-AS1,1,1,1
MYL3,1,1,1
MYLK-AS2,1,1,1
MYO16-AS2,1,1,1
MYO9B,1,1,1
MYOF,1,1,1
MYOM2,1,1,1
MYOT,1,1,1
MYRF-AS1,1,1,1
MYT1L,1,1,1
NAA16,1,1,1
NABP2,1,1,1
NADK,1,1,1
NAGA,1,1,1
NAIF1,1,1,1
NAP1L1,1,1,1
NAP1L4,1,1,1
NAPRT,1,1,1
NAPSA,1,1,1
NASP,1,1,1
NAT14,1,1,1
NAT8L,1,1,1
NAV1,1,1,1
NAV2-AS6,1,1,1
NBPF10,1,1,1
NBPF19,1,1,1
NBPF3,1,1,1
NCAPD3,1,1,1
NCK1,1,1,1
NCKAP1L,1,1,1
NCRNA00250,1,1,1
NDP-AS1,1,1,1
NDRG2,1,1,1
NDUFB2-AS1,1,1,1
NDUFV2-AS1,1,1,1
NECAP2,1,1,1
NEDD9,1,1,1
NEK11,1,1,1
NEK5,1,1,1
NET1,1,1,1
NEURL2,1,1,1
NEUROD4,1,1,1
NFASC,1,1,1
NFATC1,1,1,1
NFIC,1,1,1
NFU1,1,1,1
NFYC,1,1,1
NGB,1,1,1
NGFR,1,1,1
NGLY1,1,1,1
NHLRC1,1,1,1
NID2,1,1,1
NINL,1,1,1
NIPBL,1,1,1
NIPBL-DT,1,1,1
NIPSNAP3B,1,1,1
NKAPD1,1,1,1
NKAPL,1,1,1
NKD1,1,1,1
NKIRAS1,1,1,1
NKRF,1,1,1
NLE1,1,1,1
NLGN3,1,1,1
NLRC4,1,1,1
NLRP10,1,1,1
NLRP14,1,1,1
NLRP7,1,1,1
NLRP9,1,1,1
NMRAL1,1,1,1
NOD1,1,1,1
NOL12,1,1,1
NOL4L-DT,1,1,1
NOMO2,1,1,1
NOP16,1,1,1
NOP2,1,1,1
NOS3,1,1,1
NOTCH2NLB,1,1,1
NOVA2,1,1,1
NOXO1,1,1,1
NPAS2-AS1,1,1,1
NPIPA5,1,1,1
NPIPA7,1,1,1
NPIPB7,1,1,1
NPIPB8,1,1,1
NPIPB9,1,1,1
NPW,1,1,1
NQO2,1,1,1
NQO2-AS1,1,1,1
NR1D1,1,1,1
NR1H4,1,1,1
NR2C2AP,1,1,1
NR2E1,1,1,1
NR5A2,1,1,1
NRBF2,1,1,1
NRBP2,1,1,1
NRF1,1,1,1
NRG1-IT3,1,1,1
NRIP2,1,1,1
NRN1L,1,1,1
NRSN1,1,1,1
NRSN2,1,1,1
NSMCE1,1,1,1
NSRP1,1,1,1
NSUN5,1,1,1
NTN5,1,1,1
NTNG2,1,1,1
NTRK1,1,1,1
